
이름: 김현수(Hyun-Soo Kim),복귀년도: 2018
전/후반기,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
토,67,57,55,9,19,4,0,4,35,15,1,0,10,0,0,9,0,0,2,0.345,0.433,0.636,1.069,0,,,
일,64,55,55,12,16,3,0,3,28,14,0,0,9,0,1,9,3,0,0,0.291,0.391,0.509,0.900,0,,,
시간,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
14:00,13,13,13,2,4,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0.308,0.308,0.538,0.846,0,,,
17:00,127,106,104,19,34,7,0,6,59,27,1,0,21,0,1,18,3,0,2,0.327,0.433,0.567,1.000,0,,,
18:30,265,211,201,42,58,14,0,10,102,47,1,0,54,7,2,38,5,0,3,0.289,0.449,0.507,0.956,0,,,
이름: 이병규(Byeong-Kyu Lee),복귀년도: 2010
전/후반기,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
전반기,344,312,308,41,88,9,1,6,117,46,2,1,31,1,4,40,10,1,3,0.286,0.350,0.380,0.730,0,,,
후반기,107,99,96,8,29,5,0,3,43,18,1,3,5,0,1,13,1,3,3,0.302,0.327,0.448,0.775,0,,,
월,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
3월,13,12,11,0,3,0,0,0,3,1,0,0,1,0,0,2,0,0,1,0.273,0.308,0.273,0.581,0,,,
4월,92,85,85,15,19,2,0,2,27,5,1,0,7,0,1,10,2,0,0,0.224,0.283,0.318,0.601,0,,,
5월,85,80,78,12,25,1,1,4,40,13,0,1,5,0,1,12,3,0,2,0.321,0.353,0.513,0.866,0,,,
6월,102,87,86,12,31,3,0,0,34,18,0,0,14,1,2,12,3,1,0,0.360,0.455,0.395,0.850,0,,,
7월,52,48,48,2,10,3,0,0,13,9,1,0,4,0,0,4,2,0,0,0.208,0.269,0.271,0.540,0,,,
8월,63,58,56,4,17,1,0,2,24,10,1,1,2,0,0,7,0,3,2,0.304,0.317,0.429,0.746,0,,,
9월,44,41,40,4,12,4,0,1,19,8,0,2,3,0,1,6,1,0,1,0.300,0.341,0.475,0.816,0,,,
요일,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
화,69,61,60,6,18,3,0,0,21,6,0,1,6,0,0,14,0,2,1,0.300,0.358,0.350,0.708,0,,,
수,69,63,62,9,19,2,0,2,27,14,0,1,5,1,0,5,5,1,0,0.306,0.368,0.435,0.803,0,,,
목,64,55,53,5,11,1,0,2,18,8,0,0,9,0,1,10,1,0,2,0.208,0.313,0.340,0.653,0,,,
금,73,68,66,9,21,1,0,2,28,13,2,0,4,0,0,9,0,1,2,0.318,0.347,0.424,0.771,0,,,
토,90,82,81,13,27,5,0,2,38,15,0,1,8,0,2,10,2,0,1,0.333,0.389,0.469,0.858,0,,,
일,86,82,82,7,21,2,1,1,28,8,1,1,4,0,2,5,3,0,0,0.256,0.291,0.341,0.632,0,,,
시간,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
14:00,10,10,9,0,1,0,0,0,1,1,0,0,0,0,0,2,1,0,1,0.111,0.100,0.111,0.211,0,,,
16:00,2,2,2,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,0,,,
16:30,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0,,,
16:40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0,,,
17:00,175,163,162,21,49,8,1,3,68,21,1,3,12,0,4,15,5,0,1,0.302,0.349,0.420,0.769,0,,,
18:30,259,231,226,28,65,6,0,6,89,39,2,1,24,1,1,33,5,4,4,0.288,0.353,0.394,0.747,0,,,
이름: 이승엽(Seung-Yuop Lee),복귀년도: 2012
전/후반기,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
전반기,340,306,299,55,95,17,2,16,164,57,5,0,34,3,1,59,6,0,4,0.318,0.388,0.548,0.936,0,,,
후반기,216,190,189,29,55,11,0,5,81,28,1,0,25,1,3,42,4,1,0,0.291,0.377,0.429,0.806,0,,,
월,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
4월,76,64,64,14,26,7,1,5,50,14,3,0,12,0,0,5,1,0,0,0.406,0.500,0.781,1.281,0,,,
5월,113,107,103,12,33,3,1,4,50,20,2,0,6,2,1,18,2,0,2,0.320,0.363,0.485,0.848,0,,,
6월,105,94,92,22,27,4,0,6,49,19,0,0,11,0,0,22,2,0,2,0.293,0.362,0.533,0.895,0,,,
7월,77,69,68,9,18,5,0,2,29,8,0,0,8,1,1,20,1,0,0,0.265,0.351,0.426,0.777,0,,,
8월,93,82,81,15,23,6,0,3,38,14,0,0,11,1,1,13,2,0,0,0.284,0.376,0.469,0.845,0,,,
9월,86,74,74,11,21,3,0,1,27,10,1,0,11,0,1,22,2,1,0,0.284,0.376,0.365,0.741,0,,,
10월,6,6,6,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0,,,
요일,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
월,15,12,12,4,6,1,0,1,10,3,0,0,2,0,0,3,0,1,0,0.500,0.571,0.833,1.404,0,,,
화,89,80,78,16,33,8,1,2,49,11,2,0,9,1,1,16,2,0,1,0.423,0.483,0.628,1.111,0,,,
수,89,80,80,9,17,2,0,3,28,13,0,0,9,0,0,20,2,0,0,0.213,0.292,0.350,0.642,0,,,
목,82,70,68,16,22,4,0,5,41,13,0,0,12,1,0,16,0,0,1,0.324,0.427,0.603,1.030,0,,,
금,88,81,80,12,20,3,1,3,34,12,1,0,7,1,2,13,3,0,0,0.250,0.318,0.425,0.743,0,,,
토,93,85,83,15,25,3,0,3,37,11,1,0,8,1,1,16,1,0,1,0.301,0.366,0.446,0.812,0,,,
일,100,88,87,12,27,7,0,4,46,22,2,0,12,0,0,17,2,0,1,0.310,0.390,0.529,0.919,0,,,
시간,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA
14:00,33,30,29,5,12,3,0,2,21,10,1,0,3,0,0,3,0,0,1,0.414,0.455,0.724,1.179,0,,,
16:50,5,3,3,3,1,0,0,1,4,2,0,0,2,0,0,1,0,0,0,0.333,0.600,1.333,1.933,0,,,
17:00,170,152,150,23,42,7,0,5,64,23,2,0,18,1,1,32,3,0,1,0.280,0.359,0.427,0.786,0,,,
18:20,4,3,3,1,1,0,0,1,4,1,0,0,1,0,0,1,0,0,0,0.333,0.500,1.333,1.833,0,,,
18:30,344,308,303,52,94,18,2,12,152,49,3,0,35,3,3,64,7,1,2,0.310,0.385,0.502,0.887,0,,,
