구장_x,점유율
고척,51.375792253521126
광주,49.26313981449673
대구,51.86038461538462
대전,64.70148401826484
문학,63.62185824895771
사직,55.59567047441411
수원,51.08416965790052
울산,60.85358100450562
잠실,63.51459064327485
창원,43.897041631601695
