날짜,요일,홈,방문,구장_x,관중수,지역,구장_y,수용인원(KBO),좌석수,점유율
2024/05/30,목,한화,롯데,대전,11405,대전,한화생명 이글스 파크,"13,000",12000,95.04166666666667
2024/05/30,목,삼성,키움,대구,12748,대구,대구 삼성 라이온즈파크,"24,000",24000,53.11666666666667
2024/05/31,금,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/31,금,KIA,KT,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/31,금,두산,LG,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/31,금,롯데,NC,사직,17760,사직,사직야구장,"22,990",22758,78.0384919588716
2024/05/31,금,키움,SSG,고척,5680,고척,고척스카이돔,"17,000",16000,35.5
2024/06/01,토,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/06/01,토,KIA,KT,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/06/01,토,두산,LG,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/01,토,롯데,NC,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/06/01,토,키움,SSG,고척,10462,고척,고척스카이돔,"17,000",16000,65.3875
2024/06/02,일,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/06/02,일,KIA,KT,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/06/02,일,두산,LG,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/02,일,롯데,NC,사직,21896,사직,사직야구장,"22,990",22758,96.21232094208631
2024/06/02,일,키움,SSG,고척,8745,고척,고척스카이돔,"17,000",16000,54.65624999999999
2024/06/04,화,KT,한화,수원,11426,수원,케이티위즈파크,"20,000",18700,61.10160427807486
2024/06/04,화,KIA,롯데,광주,16158,광주,광주-KIA 챔피언스 필드,"20,500",20500,78.81951219512196
2024/06/04,화,NC,두산,창원,5448,창원,창원NC파크,"22,112",17891,30.451064781174892
2024/06/04,화,SSG,삼성,문학,10135,문학,인천 SSG 랜더스필드,"23,000",23000,44.065217391304344
2024/06/04,화,LG,키움,잠실,14490,잠실,서울종합운동장 야구장,"25,553",23750,61.01052631578947
2024/06/05,수,KT,한화,수원,14626,수원,케이티위즈파크,"20,000",18700,78.2139037433155
2024/06/05,수,KIA,롯데,광주,19045,광주,광주-KIA 챔피언스 필드,"20,500",20500,92.90243902439025
2024/06/05,수,NC,두산,창원,9892,창원,창원NC파크,"22,112",17891,55.290369459504774
2024/06/05,수,SSG,삼성,문학,14532,문학,인천 SSG 랜더스필드,"23,000",23000,63.18260869565218
2024/06/05,수,LG,키움,잠실,16681,잠실,서울종합운동장 야구장,"25,553",23750,70.2357894736842
2024/06/06,목,KT,한화,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/06/06,목,KIA,롯데,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/06/06,목,NC,두산,창원,14517,창원,창원NC파크,"22,112",17891,81.14135598904477
2024/06/06,목,SSG,삼성,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2024/06/06,목,LG,키움,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/07,금,두산,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/07,금,KT,LG,수원,13154,수원,케이티위즈파크,"20,000",18700,70.34224598930481
2024/06/07,금,한화,NC,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/07,금,롯데,SSG,사직,20678,사직,사직야구장,"22,990",22758,90.86035679760963
2024/06/07,금,키움,삼성,고척,12636,고척,고척스카이돔,"17,000",16000,78.975
2024/06/08,토,두산,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/08,토,KT,LG,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/06/08,토,한화,NC,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/08,토,키움,삼성,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/06/09,일,두산,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/09,일,KT,LG,수원,13642,수원,케이티위즈파크,"20,000",18700,72.95187165775401
2024/06/09,일,한화,NC,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/09,일,롯데,SSG,사직,13700,사직,사직야구장,"22,990",22758,60.19861147728272
2024/06/09,일,롯데,SSG,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/06/09,일,키움,삼성,고척,13509,고척,고척스카이돔,"17,000",16000,84.43125
2024/06/11,화,두산,한화,잠실,18475,잠실,서울종합운동장 야구장,"25,553",23750,77.78947368421053
2024/06/11,화,SSG,KIA,문학,16007,문학,인천 SSG 랜더스필드,"23,000",23000,69.59565217391305
2024/06/11,화,NC,KT,창원,4279,창원,창원NC파크,"22,112",17891,23.91705326700576
2024/06/11,화,삼성,LG,대구,12436,대구,대구 삼성 라이온즈파크,"24,000",24000,51.81666666666666
2024/06/11,화,롯데,키움,사직,9948,사직,사직야구장,"22,990",22758,43.7121012391247
2024/06/12,수,두산,한화,잠실,21630,잠실,서울종합운동장 야구장,"25,553",23750,91.07368421052632
2024/06/12,수,SSG,KIA,문학,16483,문학,인천 SSG 랜더스필드,"23,000",23000,71.66521739130435
2024/06/12,수,NC,KT,창원,4123,창원,창원NC파크,"22,112",17891,23.04510647811749
2024/06/12,수,삼성,LG,대구,13511,대구,대구 삼성 라이온즈파크,"24,000",24000,56.295833333333334
2024/06/12,수,롯데,키움,사직,11390,사직,사직야구장,"22,990",22758,50.04833465155111
2024/06/13,목,두산,한화,잠실,20253,잠실,서울종합운동장 야구장,"25,553",23750,85.27578947368421
2024/06/13,목,SSG,KIA,문학,18290,문학,인천 SSG 랜더스필드,"23,000",23000,79.52173913043478
2024/06/13,목,NC,KT,창원,3764,창원,창원NC파크,"22,112",17891,21.038510983175897
2024/06/13,목,삼성,LG,대구,14485,대구,대구 삼성 라이온즈파크,"24,000",24000,60.354166666666664
2024/06/13,목,롯데,키움,사직,11941,사직,사직야구장,"22,990",22758,52.469461288338174
2024/06/14,금,KT,KIA,수원,18420,수원,케이티위즈파크,"20,000",18700,98.50267379679144
2024/06/14,금,LG,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/14,금,키움,두산,고척,8680,고척,고척스카이돔,"17,000",16000,54.25
2024/06/14,금,한화,SSG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/14,금,NC,삼성,창원,12394,창원,창원NC파크,"22,112",17891,69.2750544966743
2024/06/15,토,KT,KIA,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/06/15,토,LG,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/15,토,키움,두산,고척,13954,고척,고척스카이돔,"17,000",16000,87.2125
2024/06/15,토,한화,SSG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/15,토,NC,삼성,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/06/16,일,KT,KIA,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/06/16,일,LG,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/06/16,일,키움,두산,고척,13184,고척,고척스카이돔,"17,000",16000,82.39999999999999
2024/06/16,일,한화,SSG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/06/16,일,NC,삼성,창원,12860,창원,창원NC파크,"22,112",17891,71.87971605835337
2024/06/18,화,KIA,LG,광주,18131,광주,광주-KIA 챔피언스 필드,"20,500",20500,88.44390243902438
2024/06/18,화,KT,롯데,수원,8491,수원,케이티위즈파크,"20,000",18700,45.406417112299465
2024/06/18,화,두산,NC,잠실,9026,잠실,서울종합운동장 야구장,"25,553",23750,38.00421052631579
2024/06/18,화,삼성,SSG,대구,10426,대구,대구 삼성 라이온즈파크,"24,000",24000,43.44166666666667
2024/06/18,화,한화,키움,청주,9000,청주,청주야구장,"9,586",9000,100.0
2024/06/19,수,KIA,LG,광주,15056,광주,광주-KIA 챔피언스 필드,"20,500",20500,73.44390243902438
2024/06/19,수,KT,롯데,수원,9106,수원,케이티위즈파크,"20,000",18700,48.6951871657754
2024/06/19,수,두산,NC,잠실,11984,잠실,서울종합운동장 야구장,"25,553",23750,50.45894736842105
2024/06/19,수,삼성,SSG,대구,11488,대구,대구 삼성 라이온즈파크,"24,000",24000,47.86666666666667
2024/06/19,수,한화,키움,청주,9000,청주,청주야구장,"9,586",9000,100.0
2024/06/20,목,KIA,LG,광주,14009,광주,광주-KIA 챔피언스 필드,"20,500",20500,68.33658536585367
2024/06/20,목,KT,롯데,수원,10496,수원,케이티위즈파크,"20,000",18700,56.1283422459893
2024/06/20,목,두산,NC,잠실,10909,잠실,서울종합운동장 야구장,"25,553",23750,45.93263157894737
2024/06/20,목,삼성,SSG,대구,13024,대구,대구 삼성 라이온즈파크,"24,000",24000,54.266666666666666
2024/06/20,목,한화,키움,청주,9000,청주,청주야구장,"9,586",9000,100.0
2024/06/21,금,KIA,한화,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/06/21,금,LG,KT,잠실,15537,잠실,서울종합운동장 야구장,"25,553",23750,65.41894736842106
2024/06/21,금,키움,롯데,고척,11974,고척,고척스카이돔,"17,000",16000,74.8375
2024/06/21,금,SSG,NC,문학,13560,문학,인천 SSG 랜더스필드,"23,000",23000,58.95652173913043
2024/06/21,금,삼성,두산,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/06/22,토,키움,롯데,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/06/22,토,SSG,NC,문학,19789,문학,인천 SSG 랜더스필드,"23,000",23000,86.0391304347826
2024/06/23,일,KIA,한화,광주,19085,광주,광주-KIA 챔피언스 필드,"20,500",20500,93.09756097560977
2024/06/23,일,KIA,한화,광주,18860,광주,광주-KIA 챔피언스 필드,"20,500",20500,92.0
2024/06/23,일,LG,KT,잠실,11417,잠실,서울종합운동장 야구장,"25,553",23750,48.07157894736842
2024/06/23,일,LG,KT,잠실,15418,잠실,서울종합운동장 야구장,"25,553",23750,64.9178947368421
2024/06/23,일,키움,롯데,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/06/23,일,SSG,NC,문학,17200,문학,인천 SSG 랜더스필드,"23,000",23000,74.78260869565217
2024/06/23,일,삼성,두산,대구,20680,대구,대구 삼성 라이온즈파크,"24,000",24000,86.16666666666667
2024/06/23,일,삼성,두산,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/06/25,화,롯데,KIA,사직,19110,사직,사직야구장,"22,990",22758,83.9704719219615
2024/06/25,화,SSG,KT,문학,9629,문학,인천 SSG 랜더스필드,"23,000",23000,41.86521739130435
2024/06/25,화,키움,NC,고척,5159,고척,고척스카이돔,"17,000",16000,32.24375
2024/06/25,화,한화,두산,대전,11556,대전,한화생명 이글스 파크,"13,000",12000,96.3
2024/06/25,화,LG,삼성,잠실,21989,잠실,서울종합운동장 야구장,"25,553",23750,92.58526315789474
2024/06/26,수,롯데,KIA,사직,19755,사직,사직야구장,"22,990",22758,86.8046401265489
2024/06/26,수,SSG,KT,문학,10229,문학,인천 SSG 랜더스필드,"23,000",23000,44.473913043478255
2024/06/26,수,키움,NC,고척,4698,고척,고척스카이돔,"17,000",16000,29.362500000000004
2024/06/26,수,한화,두산,대전,11564,대전,한화생명 이글스 파크,"13,000",12000,96.36666666666667
2024/06/26,수,LG,삼성,잠실,23281,잠실,서울종합운동장 야구장,"25,553",23750,98.02526315789474
2024/06/27,목,롯데,KIA,사직,12867,사직,사직야구장,"22,990",22758,56.53836013709464
2024/06/27,목,SSG,KT,문학,10684,문학,인천 SSG 랜더스필드,"23,000",23000,46.452173913043474
2024/06/27,목,키움,NC,고척,4726,고척,고척스카이돔,"17,000",16000,29.5375
2024/06/27,목,한화,두산,대전,11128,대전,한화생명 이글스 파크,"13,000",12000,92.73333333333333
2024/06/27,목,LG,삼성,잠실,22114,잠실,서울종합운동장 야구장,"25,553",23750,93.11157894736843
2024/06/28,금,롯데,한화,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/06/28,금,NC,LG,창원,13506,창원,창원NC파크,"22,112",17891,75.49047006874964
2024/06/28,금,두산,SSG,잠실,17367,잠실,서울종합운동장 야구장,"25,553",23750,73.12421052631579
2024/06/28,금,KT,삼성,수원,14678,수원,케이티위즈파크,"20,000",18700,78.49197860962566
2024/06/28,금,KIA,키움,광주,18601,광주,광주-KIA 챔피언스 필드,"20,500",20500,90.73658536585366
2024/06/29,토,두산,SSG,잠실,20020,잠실,서울종합운동장 야구장,"25,553",23750,84.29473684210527
2024/06/30,일,NC,LG,창원,6991,창원,창원NC파크,"22,112",17891,39.07551282767872
2024/06/30,일,두산,SSG,잠실,13985,잠실,서울종합운동장 야구장,"25,553",23750,58.8842105263158
2024/06/30,일,KT,삼성,수원,8357,수원,케이티위즈파크,"20,000",18700,44.68983957219251
2024/06/30,일,KT,삼성,수원,12253,수원,케이티위즈파크,"20,000",18700,65.524064171123
2024/07/02,화,삼성,KIA,대구,13230,대구,대구 삼성 라이온즈파크,"24,000",24000,55.125
2024/07/02,화,한화,KT,대전,6794,대전,한화생명 이글스 파크,"13,000",12000,56.616666666666674
2024/07/02,화,키움,LG,고척,10185,고척,고척스카이돔,"17,000",16000,63.65625
2024/07/03,수,삼성,KIA,대구,17472,대구,대구 삼성 라이온즈파크,"24,000",24000,72.8
2024/07/03,수,한화,KT,대전,9009,대전,한화생명 이글스 파크,"13,000",12000,75.075
2024/07/03,수,키움,LG,고척,11135,고척,고척스카이돔,"17,000",16000,69.59375
2024/07/03,수,두산,롯데,잠실,19727,잠실,서울종합운동장 야구장,"25,553",23750,83.06105263157895
2024/07/03,수,NC,SSG,창원,6384,창원,창원NC파크,"22,112",17891,35.6827455145045
2024/07/04,목,삼성,KIA,대구,17093,대구,대구 삼성 라이온즈파크,"24,000",24000,71.22083333333333
2024/07/04,목,한화,KT,대전,8330,대전,한화생명 이글스 파크,"13,000",12000,69.41666666666667
2024/07/04,목,키움,LG,고척,12819,고척,고척스카이돔,"17,000",16000,80.11875
2024/07/04,목,두산,롯데,잠실,19372,잠실,서울종합운동장 야구장,"25,553",23750,81.56631578947369
2024/07/04,목,NC,SSG,창원,6587,창원,창원NC파크,"22,112",17891,36.81739422055782
2024/07/09,화,키움,한화,고척,14981,고척,고척스카이돔,"17,000",16000,93.63125
2024/07/09,화,LG,KIA,잠실,22038,잠실,서울종합운동장 야구장,"25,553",23750,92.79157894736842
2024/07/09,화,SSG,롯데,문학,10051,문학,인천 SSG 랜더스필드,"23,000",23000,43.7
2024/07/10,수,키움,한화,고척,15096,고척,고척스카이돔,"17,000",16000,94.35
2024/07/10,수,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/10,수,SSG,롯데,문학,14381,문학,인천 SSG 랜더스필드,"23,000",23000,62.526086956521745
2024/07/10,수,삼성,NC,대구,12507,대구,대구 삼성 라이온즈파크,"24,000",24000,52.1125
2024/07/10,수,KT,두산,수원,8079,수원,케이티위즈파크,"20,000",18700,43.20320855614973
2024/07/11,목,키움,한화,고척,15205,고척,고척스카이돔,"17,000",16000,95.03125
2024/07/11,목,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/11,목,SSG,롯데,문학,15842,문학,인천 SSG 랜더스필드,"23,000",23000,68.87826086956522
2024/07/11,목,삼성,NC,대구,15075,대구,대구 삼성 라이온즈파크,"24,000",24000,62.81250000000001
2024/07/11,목,KT,두산,수원,10182,수원,케이티위즈파크,"20,000",18700,54.44919786096256
2024/07/12,금,롯데,KT,사직,21545,사직,사직야구장,"22,990",22758,94.67000615168293
2024/07/12,금,한화,LG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/12,금,KIA,SSG,광주,17755,광주,광주-KIA 챔피언스 필드,"20,500",20500,86.60975609756098
2024/07/12,금,두산,삼성,잠실,22279,잠실,서울종합운동장 야구장,"25,553",23750,93.80631578947369
2024/07/12,금,NC,키움,창원,8579,창원,창원NC파크,"22,112",17891,47.95148398636186
2024/07/13,토,롯데,KT,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/07/13,토,한화,LG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/13,토,KIA,SSG,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/07/13,토,두산,삼성,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/13,토,NC,키움,창원,11282,창원,창원NC파크,"22,112",17891,63.05963892459896
2024/07/14,일,한화,LG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/14,일,KIA,SSG,광주,15444,광주,광주-KIA 챔피언스 필드,"20,500",20500,75.33658536585367
2024/07/14,일,두산,삼성,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/16,화,키움,KT,고척,5851,고척,고척스카이돔,"17,000",16000,36.56875
2024/07/16,화,롯데,두산,울산,7833,울산,울산문수야구장,"12,088",12059,64.95563479558835
2024/07/17,수,NC,한화,창원,6870,창원,창원NC파크,"22,112",17891,38.39919512604102
2024/07/17,수,키움,KT,고척,5085,고척,고척스카이돔,"17,000",16000,31.78125
2024/07/17,수,롯데,두산,울산,9354,울산,울산문수야구장,"12,088",12059,77.56862094701053
2024/07/17,수,LG,SSG,잠실,11773,잠실,서울종합운동장 야구장,"25,553",23750,49.57052631578948
2024/07/17,수,KIA,삼성,광주,13904,광주,광주-KIA 챔피언스 필드,"20,500",20500,67.82439024390244
2024/07/18,목,NC,한화,창원,7550,창원,창원NC파크,"22,112",17891,42.199988821195014
2024/07/18,목,키움,KT,고척,5040,고척,고척스카이돔,"17,000",16000,31.5
2024/07/18,목,롯데,두산,울산,9102,울산,울산문수야구장,"12,088",12059,75.47889543079857
2024/07/18,목,KIA,삼성,광주,11429,광주,광주-KIA 챔피언스 필드,"20,500",20500,55.75121951219513
2024/07/19,금,한화,KIA,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/19,금,삼성,롯데,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/07/19,금,KT,NC,수원,7650,수원,케이티위즈파크,"20,000",18700,40.909090909090914
2024/07/19,금,LG,두산,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/19,금,SSG,키움,문학,12715,문학,인천 SSG 랜더스필드,"23,000",23000,55.28260869565217
2024/07/20,토,한화,KIA,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/20,토,삼성,롯데,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/07/21,일,한화,KIA,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/07/21,일,삼성,롯데,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/07/21,일,KT,NC,수원,9188,수원,케이티위즈파크,"20,000",18700,49.13368983957219
2024/07/21,일,LG,두산,잠실,23211,잠실,서울종합운동장 야구장,"25,553",23750,97.73052631578948
2024/07/21,일,SSG,키움,문학,15369,문학,인천 SSG 랜더스필드,"23,000",23000,66.82173913043479
2024/07/23,화,롯데,LG,사직,18416,사직,사직야구장,"22,990",22758,80.9209948150101
2024/07/23,화,KIA,NC,광주,13756,광주,광주-KIA 챔피언스 필드,"20,500",20500,67.10243902439025
2024/07/23,화,한화,삼성,대전,11501,대전,한화생명 이글스 파크,"13,000",12000,95.84166666666667
2024/07/23,화,두산,키움,잠실,7292,잠실,서울종합운동장 야구장,"25,553",23750,30.703157894736844
2024/07/24,수,KIA,NC,광주,13308,광주,광주-KIA 챔피언스 필드,"20,500",20500,64.91707317073171
2024/07/24,수,KT,SSG,수원,6449,수원,케이티위즈파크,"20,000",18700,34.48663101604278
2024/07/24,수,한화,삼성,대전,11882,대전,한화생명 이글스 파크,"13,000",12000,99.01666666666667
2024/07/24,수,두산,키움,잠실,8887,잠실,서울종합운동장 야구장,"25,553",23750,37.41894736842105
2024/07/25,목,롯데,LG,사직,20322,사직,사직야구장,"22,990",22758,89.29607171104666
2024/07/25,목,KIA,NC,광주,14130,광주,광주-KIA 챔피언스 필드,"20,500",20500,68.92682926829268
2024/07/25,목,KT,SSG,수원,7067,수원,케이티위즈파크,"20,000",18700,37.791443850267385
2024/07/25,목,두산,키움,잠실,19145,잠실,서울종합운동장 야구장,"25,553",23750,80.61052631578947
2024/07/26,금,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/07/26,금,삼성,KT,대구,21891,대구,대구 삼성 라이온즈파크,"24,000",24000,91.21249999999999
2024/07/26,금,NC,롯데,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/07/26,금,SSG,두산,문학,15006,문학,인천 SSG 랜더스필드,"23,000",23000,65.24347826086957
2024/07/27,토,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/07/27,토,삼성,KT,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/07/27,토,NC,롯데,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/07/27,토,SSG,두산,문학,19448,문학,인천 SSG 랜더스필드,"23,000",23000,84.55652173913043
2024/07/28,일,LG,한화,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/07/28,일,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/07/28,일,삼성,KT,대구,23104,대구,대구 삼성 라이온즈파크,"24,000",24000,96.26666666666667
2024/07/28,일,NC,롯데,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/07/28,일,SSG,두산,문학,17619,문학,인천 SSG 랜더스필드,"23,000",23000,76.60434782608696
2024/07/30,화,KT,한화,수원,14210,수원,케이티위즈파크,"20,000",18700,75.98930481283422
2024/07/30,화,SSG,롯데,문학,17550,문학,인천 SSG 랜더스필드,"23,000",23000,76.30434782608695
2024/07/30,화,키움,NC,고척,6925,고척,고척스카이돔,"17,000",16000,43.28125
2024/07/30,화,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/07/30,화,LG,삼성,잠실,22946,잠실,서울종합운동장 야구장,"25,553",23750,96.61473684210526
2024/07/31,수,KT,한화,수원,14988,수원,케이티위즈파크,"20,000",18700,80.14973262032086
2024/07/31,수,SSG,롯데,문학,17563,문학,인천 SSG 랜더스필드,"23,000",23000,76.3608695652174
2024/07/31,수,키움,NC,고척,6918,고척,고척스카이돔,"17,000",16000,43.237500000000004
2024/07/31,수,KIA,두산,광주,18693,광주,광주-KIA 챔피언스 필드,"20,500",20500,91.18536585365854
2024/07/31,수,LG,삼성,잠실,23409,잠실,서울종합운동장 야구장,"25,553",23750,98.56421052631579
2024/08/01,목,KT,한화,수원,15197,수원,케이티위즈파크,"20,000",18700,81.26737967914438
2024/08/01,목,SSG,롯데,문학,18828,문학,인천 SSG 랜더스필드,"23,000",23000,81.86086956521739
2024/08/01,목,키움,NC,고척,7306,고척,고척스카이돔,"17,000",16000,45.6625
2024/08/01,목,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/08/01,목,LG,삼성,잠실,23315,잠실,서울종합운동장 야구장,"25,553",23750,98.16842105263159
2024/08/02,금,한화,KIA,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/08/02,금,NC,KT,창원,9845,창원,창원NC파크,"22,112",17891,55.02766754233972
2024/08/02,금,삼성,SSG,대구,22336,대구,대구 삼성 라이온즈파크,"24,000",24000,93.06666666666666
2024/08/02,금,두산,키움,잠실,13209,잠실,서울종합운동장 야구장,"25,553",23750,55.61684210526315
2024/08/03,토,한화,KIA,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/08/03,토,롯데,LG,울산,9914,울산,울산문수야구장,"12,088",12059,82.21245542748154
2024/08/03,토,삼성,SSG,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/08/03,토,두산,키움,잠실,15527,잠실,서울종합운동장 야구장,"25,553",23750,65.37684210526315
2024/08/04,일,NC,KT,창원,9568,창원,창원NC파크,"22,112",17891,53.479403051813755
2024/08/04,일,삼성,SSG,대구,20416,대구,대구 삼성 라이온즈파크,"24,000",24000,85.06666666666666
2024/08/06,화,삼성,한화,대구,16287,대구,대구 삼성 라이온즈파크,"24,000",24000,67.8625
2024/08/06,화,KIA,KT,광주,14457,광주,광주-KIA 챔피언스 필드,"20,500",20500,70.52195121951219
2024/08/06,화,두산,LG,잠실,17065,잠실,서울종합운동장 야구장,"25,553",23750,71.85263157894737
2024/08/06,화,롯데,NC,사직,17068,사직,사직야구장,"22,990",22758,74.99780297038404
2024/08/06,화,키움,SSG,고척,8356,고척,고척스카이돔,"17,000",16000,52.225
2024/08/07,수,삼성,한화,대구,17114,대구,대구 삼성 라이온즈파크,"24,000",24000,71.30833333333332
2024/08/07,수,KIA,KT,광주,11625,광주,광주-KIA 챔피언스 필드,"20,500",20500,56.70731707317073
2024/08/07,수,두산,LG,잠실,15883,잠실,서울종합운동장 야구장,"25,553",23750,66.87578947368421
2024/08/07,수,롯데,NC,사직,18425,사직,사직야구장,"22,990",22758,80.96054134809737
2024/08/07,수,키움,SSG,고척,7792,고척,고척스카이돔,"17,000",16000,48.699999999999996
2024/08/08,목,삼성,한화,대구,18367,대구,대구 삼성 라이온즈파크,"24,000",24000,76.52916666666667
2024/08/08,목,KIA,KT,광주,11011,광주,광주-KIA 챔피언스 필드,"20,500",20500,53.712195121951225
2024/08/08,목,두산,LG,잠실,16321,잠실,서울종합운동장 야구장,"25,553",23750,68.72
2024/08/08,목,키움,SSG,고척,8000,고척,고척스카이돔,"17,000",16000,50.0
2024/08/09,금,KT,롯데,수원,11534,수원,케이티위즈파크,"20,000",18700,61.67914438502674
2024/08/09,금,LG,NC,잠실,14131,잠실,서울종합운동장 야구장,"25,553",23750,59.49894736842105
2024/08/09,금,SSG,두산,문학,12451,문학,인천 SSG 랜더스필드,"23,000",23000,54.13478260869565
2024/08/09,금,KIA,삼성,광주,18448,광주,광주-KIA 챔피언스 필드,"20,500",20500,89.99024390243903
2024/08/09,금,한화,키움,대전,11302,대전,한화생명 이글스 파크,"13,000",12000,94.18333333333334
2024/08/10,토,KT,롯데,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/08/10,토,LG,NC,잠실,19151,잠실,서울종합운동장 야구장,"25,553",23750,80.6357894736842
2024/08/10,토,SSG,두산,문학,19796,문학,인천 SSG 랜더스필드,"23,000",23000,86.06956521739131
2024/08/10,토,한화,키움,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/08/11,일,KT,롯데,수원,13805,수원,케이티위즈파크,"20,000",18700,73.82352941176471
2024/08/11,일,LG,NC,잠실,18902,잠실,서울종합운동장 야구장,"25,553",23750,79.58736842105263
2024/08/11,일,SSG,두산,문학,16151,문학,인천 SSG 랜더스필드,"23,000",23000,70.22173913043478
2024/08/11,일,KIA,삼성,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/08/11,일,한화,키움,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/08/13,화,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
