날짜,요일,홈,방문,구장_x,관중수,지역,구장_y,수용인원(KBO),좌석수,점유율
2024/04/14,일,두산,LG,잠실,22586,잠실,서울종합운동장 야구장,"25,553",23750,95.09894736842105
2024/04/14,일,키움,롯데,고척,12333,고척,고척스카이돔,"17,000",16000,77.08125
2024/04/14,일,삼성,NC,대구,20667,대구,대구 삼성 라이온즈파크,"24,000",24000,86.1125
2024/04/14,일,KT,SSG,수원,11280,수원,케이티위즈파크,"20,000",18700,60.320855614973254
2024/04/16,화,NC,한화,창원,4658,창원,창원NC파크,"22,112",17891,26.035436811804818
2024/04/16,화,SSG,KIA,문학,12712,문학,인천 SSG 랜더스필드,"23,000",23000,55.2695652173913
2024/04/16,화,키움,KT,고척,2877,고척,고척스카이돔,"17,000",16000,17.98125
2024/04/16,화,LG,롯데,잠실,16635,잠실,서울종합운동장 야구장,"25,553",23750,70.0421052631579
2024/04/16,화,삼성,두산,대구,7793,대구,대구 삼성 라이온즈파크,"24,000",24000,32.47083333333333
2024/04/17,수,NC,한화,창원,9921,창원,창원NC파크,"22,112",17891,55.45246213179811
2024/04/17,수,SSG,KIA,문학,16062,문학,인천 SSG 랜더스필드,"23,000",23000,69.83478260869566
2024/04/17,수,키움,KT,고척,3272,고척,고척스카이돔,"17,000",16000,20.45
2024/04/17,수,LG,롯데,잠실,16509,잠실,서울종합운동장 야구장,"25,553",23750,69.51157894736842
2024/04/17,수,삼성,두산,대구,8393,대구,대구 삼성 라이온즈파크,"24,000",24000,34.97083333333333
2024/04/18,목,SSG,KIA,문학,14263,문학,인천 SSG 랜더스필드,"23,000",23000,62.01304347826087
2024/04/18,목,키움,KT,고척,2901,고척,고척스카이돔,"17,000",16000,18.131249999999998
2024/04/18,목,LG,롯데,잠실,18200,잠실,서울종합운동장 야구장,"25,553",23750,76.63157894736841
2024/04/18,목,삼성,두산,대구,8697,대구,대구 삼성 라이온즈파크,"24,000",24000,36.2375
2024/04/19,금,롯데,KT,사직,10636,사직,사직야구장,"22,990",22758,46.73521399068459
2024/04/19,금,SSG,LG,문학,14097,문학,인천 SSG 랜더스필드,"23,000",23000,61.29130434782609
2024/04/19,금,KIA,NC,광주,16889,광주,광주-KIA 챔피언스 필드,"20,500",20500,82.38536585365853
2024/04/19,금,한화,삼성,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/19,금,두산,키움,잠실,10649,잠실,서울종합운동장 야구장,"25,553",23750,44.8378947368421
2024/04/20,토,KIA,NC,광주,17462,광주,광주-KIA 챔피언스 필드,"20,500",20500,85.18048780487804
2024/04/20,토,한화,삼성,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/21,일,롯데,KT,사직,14423,사직,사직야구장,"22,990",22758,63.375516301959756
2024/04/21,일,롯데,KT,사직,7582,사직,사직야구장,"22,990",22758,33.315757096405655
2024/04/21,일,SSG,LG,문학,19858,문학,인천 SSG 랜더스필드,"23,000",23000,86.3391304347826
2024/04/21,일,SSG,LG,문학,9656,문학,인천 SSG 랜더스필드,"23,000",23000,41.982608695652175
2024/04/21,일,KIA,NC,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/04/21,일,한화,삼성,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/21,일,두산,키움,잠실,13745,잠실,서울종합운동장 야구장,"25,553",23750,57.873684210526314
2024/04/21,일,두산,키움,잠실,6197,잠실,서울종합운동장 야구장,"25,553",23750,26.09263157894737
2024/04/23,화,KT,한화,수원,10887,수원,케이티위즈파크,"20,000",18700,58.219251336898395
2024/04/23,화,키움,KIA,고척,10205,고척,고척스카이돔,"17,000",16000,63.78125
2024/04/23,화,삼성,LG,대구,7494,대구,대구 삼성 라이온즈파크,"24,000",24000,31.225
2024/04/23,화,두산,NC,잠실,5664,잠실,서울종합운동장 야구장,"25,553",23750,23.84842105263158
2024/04/24,수,KT,한화,수원,12538,수원,케이티위즈파크,"20,000",18700,67.04812834224599
2024/04/24,수,키움,KIA,고척,11048,고척,고척스카이돔,"17,000",16000,69.05
2024/04/24,수,삼성,LG,대구,10159,대구,대구 삼성 라이온즈파크,"24,000",24000,42.329166666666666
2024/04/24,수,두산,NC,잠실,6444,잠실,서울종합운동장 야구장,"25,553",23750,27.132631578947368
2024/04/24,수,롯데,SSG,사직,8499,사직,사직야구장,"22,990",22758,37.345109412074876
2024/04/25,목,KT,한화,수원,11247,수원,케이티위즈파크,"20,000",18700,60.144385026737964
2024/04/25,목,키움,KIA,고척,13287,고척,고척스카이돔,"17,000",16000,83.04375
2024/04/25,목,삼성,LG,대구,12012,대구,대구 삼성 라이온즈파크,"24,000",24000,50.05
2024/04/25,목,두산,NC,잠실,7385,잠실,서울종합운동장 야구장,"25,553",23750,31.094736842105263
2024/04/25,목,롯데,SSG,사직,10518,사직,사직야구장,"22,990",22758,46.21671500131822
2024/04/26,금,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/04/26,금,SSG,KT,문학,10075,문학,인천 SSG 랜더스필드,"23,000",23000,43.80434782608696
2024/04/26,금,NC,롯데,창원,16573,창원,창원NC파크,"22,112",17891,92.63316751439271
2024/04/26,금,한화,두산,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/26,금,키움,삼성,고척,9519,고척,고척스카이돔,"17,000",16000,59.49375
2024/04/27,토,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/04/27,토,SSG,KT,문학,16957,문학,인천 SSG 랜더스필드,"23,000",23000,73.72608695652174
2024/04/27,토,NC,롯데,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/04/27,토,한화,두산,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/27,토,키움,삼성,고척,15073,고척,고척스카이돔,"17,000",16000,94.20625
2024/04/28,일,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/04/28,일,SSG,KT,문학,13196,문학,인천 SSG 랜더스필드,"23,000",23000,57.37391304347826
2024/04/28,일,NC,롯데,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/04/28,일,한화,두산,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/28,일,키움,삼성,고척,13354,고척,고척스카이돔,"17,000",16000,83.46249999999999
2024/04/30,화,KIA,KT,광주,17210,광주,광주-KIA 챔피언스 필드,"20,500",20500,83.95121951219512
2024/04/30,화,NC,LG,창원,7278,창원,창원NC파크,"22,112",17891,40.679671343133414
2024/04/30,화,한화,SSG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/04/30,화,두산,삼성,잠실,20170,잠실,서울종합운동장 야구장,"25,553",23750,84.92631578947368
2024/04/30,화,롯데,키움,사직,13376,사직,사직야구장,"22,990",22758,58.774936286141134
2024/05/01,수,KIA,KT,광주,17402,광주,광주-KIA 챔피언스 필드,"20,500",20500,84.88780487804878
2024/05/01,수,NC,LG,창원,10397,창원,창원NC파크,"22,112",17891,58.1130177184059
2024/05/01,수,한화,SSG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/01,수,두산,삼성,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/01,수,롯데,키움,사직,14791,사직,사직야구장,"22,990",22758,64.99253009930574
2024/05/02,목,KIA,KT,광주,16502,광주,광주-KIA 챔피언스 필드,"20,500",20500,80.49756097560976
2024/05/02,목,NC,LG,창원,6338,창원,창원NC파크,"22,112",17891,35.42563299983232
2024/05/02,목,한화,SSG,대전,10890,대전,한화생명 이글스 파크,"13,000",12000,90.75
2024/05/02,목,두산,삼성,잠실,20395,잠실,서울종합운동장 야구장,"25,553",23750,85.8736842105263
2024/05/02,목,롯데,키움,사직,12569,사직,사직야구장,"22,990",22758,55.22893048598295
2024/05/03,금,KIA,한화,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/03,금,삼성,롯데,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/03,금,SSG,NC,문학,13737,문학,인천 SSG 랜더스필드,"23,000",23000,59.72608695652174
2024/05/03,금,LG,두산,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/03,금,KT,키움,수원,8213,수원,케이티위즈파크,"20,000",18700,43.919786096256686
2024/05/04,토,KIA,한화,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/04,토,삼성,롯데,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/04,토,SSG,NC,문학,22079,문학,인천 SSG 랜더스필드,"23,000",23000,95.99565217391304
2024/05/04,토,LG,두산,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/04,토,KT,키움,수원,14620,수원,케이티위즈파크,"20,000",18700,78.18181818181819
2024/05/07,화,키움,두산,고척,7339,고척,고척스카이돔,"17,000",16000,45.868750000000006
2024/05/07,화,LG,SSG,잠실,13387,잠실,서울종합운동장 야구장,"25,553",23750,56.36631578947369
2024/05/08,수,롯데,한화,사직,11407,사직,사직야구장,"22,990",22758,50.12303365849372
2024/05/08,수,삼성,KIA,대구,15421,대구,대구 삼성 라이온즈파크,"24,000",24000,64.25416666666666
2024/05/08,수,KT,NC,수원,4480,수원,케이티위즈파크,"20,000",18700,23.9572192513369
2024/05/08,수,키움,두산,고척,6405,고척,고척스카이돔,"17,000",16000,40.03125
2024/05/08,수,LG,SSG,잠실,15699,잠실,서울종합운동장 야구장,"25,553",23750,66.10105263157895
2024/05/09,목,롯데,한화,사직,12774,사직,사직야구장,"22,990",22758,56.12971262852623
2024/05/09,목,삼성,KIA,대구,16769,대구,대구 삼성 라이온즈파크,"24,000",24000,69.87083333333334
2024/05/09,목,KT,NC,수원,6369,수원,케이티위즈파크,"20,000",18700,34.05882352941176
2024/05/09,목,키움,두산,고척,8658,고척,고척스카이돔,"17,000",16000,54.1125
2024/05/09,목,LG,SSG,잠실,16823,잠실,서울종합운동장 야구장,"25,553",23750,70.83368421052631
2024/05/10,금,두산,KT,잠실,13013,잠실,서울종합운동장 야구장,"25,553",23750,54.79157894736842
2024/05/10,금,롯데,LG,사직,15731,사직,사직야구장,"22,990",22758,69.12294577730907
2024/05/10,금,KIA,SSG,광주,18895,광주,광주-KIA 챔피언스 필드,"20,500",20500,92.17073170731707
2024/05/10,금,NC,삼성,창원,12438,창원,창원NC파크,"22,112",17891,69.52098820636074
2024/05/10,금,한화,키움,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/11,토,롯데,LG,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/05/11,토,NC,삼성,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/05/11,토,한화,키움,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/12,일,두산,KT,잠실,16308,잠실,서울종합운동장 야구장,"25,553",23750,68.66526315789474
2024/05/12,일,두산,KT,잠실,9026,잠실,서울종합운동장 야구장,"25,553",23750,38.00421052631579
2024/05/12,일,롯데,LG,사직,18914,사직,사직야구장,"22,990",22758,83.1092363125055
2024/05/12,일,KIA,SSG,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/12,일,KIA,SSG,광주,12743,광주,광주-KIA 챔피언스 필드,"20,500",20500,62.1609756097561
2024/05/12,일,NC,삼성,창원,16181,창원,창원NC파크,"22,112",17891,90.4421217371863
2024/05/12,일,한화,키움,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/14,화,KT,롯데,수원,10120,수원,케이티위즈파크,"20,000",18700,54.11764705882353
2024/05/14,화,한화,NC,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/14,화,KIA,두산,광주,18675,광주,광주-KIA 챔피언스 필드,"20,500",20500,91.09756097560975
2024/05/14,화,SSG,삼성,문학,16595,문학,인천 SSG 랜더스필드,"23,000",23000,72.15217391304348
2024/05/14,화,LG,키움,잠실,18479,잠실,서울종합운동장 야구장,"25,553",23750,77.80631578947367
2024/05/15,수,한화,NC,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/05/15,수,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/16,목,KT,롯데,수원,8312,수원,케이티위즈파크,"20,000",18700,44.44919786096257
2024/05/16,목,한화,NC,대전,9522,대전,한화생명 이글스 파크,"13,000",12000,79.35
2024/05/16,목,KIA,두산,광주,15996,광주,광주-KIA 챔피언스 필드,"20,500",20500,78.02926829268293
2024/05/16,목,SSG,삼성,문학,13791,문학,인천 SSG 랜더스필드,"23,000",23000,59.960869565217386
2024/05/16,목,LG,키움,잠실,15054,잠실,서울종합운동장 야구장,"25,553",23750,63.385263157894734
2024/05/17,금,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/17,금,NC,KIA,창원,12280,창원,창원NC파크,"22,112",17891,68.63786261248673
2024/05/17,금,KT,LG,수원,11374,수원,케이티위즈파크,"20,000",18700,60.82352941176471
2024/05/17,금,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/17,금,키움,SSG,고척,9806,고척,고척스카이돔,"17,000",16000,61.287499999999994
2024/05/18,토,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/18,토,NC,KIA,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/05/18,토,KT,LG,수원,18700,수원,케이티위즈파크,"20,000",18700,100.0
2024/05/18,토,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/18,토,키움,SSG,고척,12133,고척,고척스카이돔,"17,000",16000,75.83125
2024/05/19,일,삼성,한화,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/05/19,일,NC,KIA,창원,16253,창원,창원NC파크,"22,112",17891,90.84455871667319
2024/05/19,일,KT,LG,수원,15912,수원,케이티위즈파크,"20,000",18700,85.0909090909091
2024/05/19,일,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/05/19,일,키움,SSG,고척,10049,고척,고척스카이돔,"17,000",16000,62.80625
2024/05/21,화,롯데,KIA,사직,14006,사직,사직야구장,"22,990",22758,61.54319360224976
2024/05/21,화,삼성,KT,대구,13360,대구,대구 삼성 라이온즈파크,"24,000",24000,55.666666666666664
2024/05/21,화,한화,LG,대전,9335,대전,한화생명 이글스 파크,"13,000",12000,77.79166666666667
2024/05/21,화,키움,NC,고척,3940,고척,고척스카이돔,"17,000",16000,24.625
2024/05/21,화,두산,SSG,잠실,13917,잠실,서울종합운동장 야구장,"25,553",23750,58.59789473684211
2024/05/22,수,롯데,KIA,사직,14062,사직,사직야구장,"22,990",22758,61.789260919237186
2024/05/22,수,삼성,KT,대구,13232,대구,대구 삼성 라이온즈파크,"24,000",24000,55.13333333333333
2024/05/22,수,한화,LG,대전,9044,대전,한화생명 이글스 파크,"13,000",12000,75.36666666666667
2024/05/22,수,키움,NC,고척,4337,고척,고척스카이돔,"17,000",16000,27.10625
2024/05/22,수,두산,SSG,잠실,12642,잠실,서울종합운동장 야구장,"25,553",23750,53.229473684210525
2024/05/23,목,롯데,KIA,사직,15844,사직,사직야구장,"22,990",22758,69.61947447051587
2024/05/23,목,삼성,KT,대구,13291,대구,대구 삼성 라이온즈파크,"24,000",24000,55.37916666666667
2024/05/23,목,한화,LG,대전,10008,대전,한화생명 이글스 파크,"13,000",12000,83.39999999999999
2024/05/23,목,키움,NC,고척,3897,고척,고척스카이돔,"17,000",16000,24.35625
2024/05/23,목,두산,SSG,잠실,12131,잠실,서울종합운동장 야구장,"25,553",23750,51.0778947368421
2024/05/24,금,SSG,한화,문학,22451,문학,인천 SSG 랜더스필드,"23,000",23000,97.61304347826088
2024/05/24,금,LG,NC,잠실,18551,잠실,서울종합운동장 야구장,"25,553",23750,78.10947368421053
2024/05/24,금,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/24,금,롯데,삼성,사직,20577,사직,사직야구장,"22,990",22758,90.41655681518587
2024/05/24,금,KT,키움,수원,6867,수원,케이티위즈파크,"20,000",18700,36.721925133689844
2024/05/25,토,SSG,한화,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2024/05/25,토,LG,NC,잠실,22261,잠실,서울종합운동장 야구장,"25,553",23750,93.73052631578948
2024/05/25,토,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/25,토,롯데,삼성,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/05/25,토,KT,키움,수원,12425,수원,케이티위즈파크,"20,000",18700,66.44385026737967
2024/05/26,일,LG,NC,잠실,17692,잠실,서울종합운동장 야구장,"25,553",23750,74.49263157894737
2024/05/26,일,KIA,두산,광주,20500,광주,광주-KIA 챔피언스 필드,"20,500",20500,100.0
2024/05/26,일,롯데,삼성,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/05/28,화,NC,KIA,창원,8024,창원,창원NC파크,"22,112",17891,44.84936560281706
2024/05/28,화,두산,KT,잠실,8459,잠실,서울종합운동장 야구장,"25,553",23750,35.61684210526316
2024/05/28,화,SSG,LG,문학,14116,문학,인천 SSG 랜더스필드,"23,000",23000,61.373913043478254
2024/05/28,화,한화,롯데,대전,11168,대전,한화생명 이글스 파크,"13,000",12000,93.06666666666666
2024/05/28,화,삼성,키움,대구,10884,대구,대구 삼성 라이온즈파크,"24,000",24000,45.35
2024/05/29,수,NC,KIA,창원,7994,창원,창원NC파크,"22,112",17891,44.68168352803085
2024/05/29,수,두산,KT,잠실,8811,잠실,서울종합운동장 야구장,"25,553",23750,37.09894736842105
2024/05/29,수,SSG,LG,문학,14413,문학,인천 SSG 랜더스필드,"23,000",23000,62.66521739130435
2024/05/29,수,한화,롯데,대전,10807,대전,한화생명 이글스 파크,"13,000",12000,90.05833333333332
2024/05/29,수,삼성,키움,대구,15080,대구,대구 삼성 라이온즈파크,"24,000",24000,62.83333333333333
2024/05/30,목,NC,KIA,창원,7349,창원,창원NC파크,"22,112",17891,41.076518920127434
2024/05/30,목,두산,KT,잠실,7915,잠실,서울종합운동장 야구장,"25,553",23750,33.32631578947368
2024/05/30,목,SSG,LG,문학,15902,문학,인천 SSG 랜더스필드,"23,000",23000,69.13913043478261
