
이름: 김광현(Kwang-Hyun Kim),복귀년도: 2022
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
17:00,7,7,0,0,2,4,0,0,36.2,27,25,0.00,169,146,44,9,1,7,12,0,4,16,648,1.53,0.301,0.364,0.885,6.14,,,
18:30,14,14,1,0,3,5,0,0,73.1,45,39,0.00,334,280,79,18,0,4,35,0,7,46,1294,1.55,0.282,0.372,0.761,4.79,,,
이름: 봉중근(Jung-Keun Bong),복귀년도: 2007
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,14,14,0,0,4,5,0,0,72.1,48,45,0.00,327,276,85,13,4,5,32,0,5,38,1265,1.62,0.308,0.385,0.823,5.60,,,
후반기,10,8,0,0,2,2,0,0,39.1,23,21,0.00,171,143,36,6,1,1,21,0,2,18,682,1.45,0.252,0.355,0.684,4.81,,,
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
4월,4,4,0,0,2,0,0,0,25.0,5,5,0.00,101,87,19,1,0,1,10,0,1,10,421,1.16,0.218,0.303,0.567,1.80,,,
5월,5,5,0,0,0,3,0,0,20.2,24,21,0.00,107,92,35,6,2,3,10,0,0,15,403,2.18,0.380,0.441,1.028,9.15,,,
6월,4,4,0,0,2,2,0,0,25.0,14,14,0.00,105,88,25,6,2,0,9,0,4,12,391,1.36,0.284,0.369,0.767,5.04,,,
7월,2,2,0,0,1,0,0,0,7.0,7,7,0.00,36,29,11,1,0,1,4,0,0,2,130,2.14,0.379,0.441,0.958,9.00,,,
8월,6,5,0,0,1,2,0,0,22.2,18,17,0.00,103,83,23,5,1,1,15,0,2,10,411,1.68,0.277,0.400,0.798,6.75,,,
9월,3,2,0,0,0,0,0,0,11.1,3,2,0.00,46,40,8,0,0,0,5,0,0,7,191,1.15,0.200,0.289,0.489,1.59,,,
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
화,6,5,0,0,2,0,0,0,24.2,14,14,0.00,109,92,30,3,0,1,10,0,0,10,432,1.62,0.326,0.381,0.772,5.11,,,
수,2,2,0,0,0,1,0,0,13.2,4,4,0.00,57,50,12,3,0,1,5,0,1,8,216,1.24,0.240,0.321,0.681,2.63,,,
목,1,1,0,0,0,0,0,0,2.0,5,5,0.00,14,11,6,0,1,1,3,0,0,3,59,4.50,0.545,0.643,1.643,22.50,,,
금,6,5,0,0,1,3,0,0,20.1,20,18,0.00,100,79,25,4,1,1,15,0,0,10,398,1.97,0.316,0.421,0.851,7.97,,,
토,5,5,0,0,2,1,0,0,30.0,15,14,0.00,123,105,25,6,2,0,10,0,6,13,472,1.17,0.238,0.339,0.672,4.20,,,
일,4,4,0,0,1,2,0,0,21.0,13,11,0.00,95,82,23,3,1,2,10,0,0,12,370,1.57,0.280,0.359,0.774,4.71,,,
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,3,2,0,0,0,2,0,0,11.0,10,8,0.00,54,47,15,2,1,2,6,0,0,10,209,1.91,0.319,0.396,0.928,6.55,,,
17:00,7,7,0,0,3,1,0,0,40.2,18,17,0.00,167,143,34,7,2,0,14,0,6,15,647,1.18,0.238,0.331,0.646,3.76,,,
18:30,14,13,0,0,3,4,0,0,60.0,43,41,0.00,277,229,72,10,2,4,33,0,1,31,1091,1.75,0.314,0.397,0.825,6.15,,,
이름: 서재응(Jae-Eung Seo),복귀년도: 2008
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,11,11,0,0,4,3,0,0,62.0,23,22,0.00,264,237,62,10,2,4,20,0,2,33,1029,1.32,0.262,0.323,0.694,3.19,,,
후반기,5,3,0,0,1,2,0,0,17.1,14,14,0.00,82,72,28,3,0,3,5,0,2,12,295,1.90,0.389,0.432,0.988,7.27,,,
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
4월,6,6,0,0,1,2,0,0,36.1,15,14,0.00,160,144,42,7,1,3,14,0,0,18,603,1.54,0.292,0.354,0.771,3.47,,,
5월,3,3,0,0,1,1,0,0,14.2,7,7,0.00,61,54,15,2,1,1,4,0,0,8,255,1.30,0.278,0.322,0.729,4.30,,,
6월,2,2,0,0,2,0,0,0,11.0,1,1,0.00,43,39,5,1,0,0,2,0,2,7,171,0.64,0.128,0.209,0.363,0.82,,,
9월,5,3,0,0,1,2,0,0,17.1,14,14,0.00,82,72,28,3,0,3,5,0,2,12,295,1.90,0.389,0.432,0.988,7.27,,,
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
월,1,1,0,0,0,1,0,0,5.0,5,5,0.00,25,20,9,1,0,1,3,0,0,2,104,2.40,0.450,0.500,1.150,9.00,,,
화,5,4,0,0,2,1,0,0,26.1,8,8,0.00,110,97,28,2,1,1,10,0,1,14,402,1.44,0.289,0.361,0.722,2.73,,,
수,1,0,0,0,0,0,0,0,2.1,0,0,0.00,10,9,3,1,0,0,0,0,1,2,32,1.29,0.333,0.400,0.844,0.00,,,
목,1,1,0,0,0,0,0,0,5.0,4,3,0.00,27,24,9,3,0,0,2,0,0,3,98,2.20,0.375,0.423,0.923,5.40,,,
금,2,2,0,0,0,1,0,0,7.2,5,5,0.00,34,28,9,1,1,0,3,0,0,4,151,1.57,0.321,0.364,0.793,5.87,,,
토,3,3,0,0,2,0,0,0,17.0,6,6,0.00,66,63,13,3,0,3,2,0,1,8,266,0.88,0.206,0.242,0.639,3.18,,,
일,3,3,0,0,1,2,0,0,16.0,9,9,0.00,74,68,19,2,0,2,5,0,1,12,271,1.50,0.279,0.338,0.735,5.06,,,
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,3,3,0,0,0,2,0,0,16.0,13,13,0.00,75,66,22,4,0,4,7,0,0,7,297,1.81,0.333,0.392,0.968,7.31,,,
17:00,4,4,0,0,3,1,0,0,22.0,7,7,0.00,90,85,19,2,0,2,3,0,2,15,344,1.00,0.224,0.267,0.585,2.86,,,
18:30,9,7,0,0,2,2,0,0,41.1,17,16,0.00,181,158,49,7,2,1,15,0,2,23,683,1.55,0.310,0.373,0.772,3.48,,,
이름: 송승준(Seung-Jun Song),복귀년도: 2007
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,12,4,0,0,1,0,0,0,33.2,22,21,0.00,158,132,44,10,0,6,22,4,1,19,616,1.96,0.333,0.429,0.974,5.61,,,
후반기,13,13,2,0,4,5,0,0,83.1,30,29,0.00,346,300,71,6,2,7,27,3,5,57,1324,1.18,0.237,0.308,0.648,3.13,,,
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
4월,3,0,0,0,0,0,0,0,6.2,5,5,0.00,28,23,6,2,0,1,4,1,0,3,109,1.50,0.261,0.370,0.848,6.75,,,
5월,4,1,0,0,0,0,0,0,7.2,5,5,0.00,39,31,12,4,0,1,6,2,1,4,158,2.35,0.387,0.487,1.100,5.87,,,
6월,3,1,0,0,1,0,0,0,8.0,6,5,0.00,42,36,14,2,0,1,6,1,0,7,186,2.50,0.389,0.476,1.004,5.63,,,
7월,4,4,0,0,1,0,0,0,24.2,10,10,0.00,101,94,24,3,0,5,6,0,0,16,349,1.22,0.255,0.300,0.747,3.65,,,
8월,6,6,2,0,2,2,0,0,40.1,15,15,0.00,171,143,35,2,2,4,18,2,2,31,663,1.31,0.245,0.335,0.706,3.35,,,
9월,4,4,0,0,1,3,0,0,23.0,9,9,0.00,96,82,21,3,0,0,7,1,1,13,371,1.22,0.256,0.319,0.612,3.52,,,
10월,1,1,0,0,0,0,0,0,6.2,2,1,0.00,27,23,3,0,0,1,2,0,2,2,104,0.75,0.130,0.259,0.520,1.35,,,
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
화,2,0,0,0,0,0,0,0,4.2,2,2,0.00,20,17,7,0,0,1,2,1,0,4,85,1.93,0.412,0.450,1.038,3.86,,,
수,4,3,0,0,0,2,0,0,13.2,9,9,0.00,63,50,17,3,1,2,8,1,1,9,255,1.83,0.340,0.441,1.001,5.93,,,
목,3,3,0,0,1,1,0,0,20.1,11,11,0.00,85,72,18,3,0,2,7,2,1,16,345,1.23,0.250,0.317,0.692,4.87,,,
금,5,2,0,0,0,0,0,0,18.2,11,10,0.00,79,69,18,4,0,5,7,2,2,7,283,1.34,0.261,0.346,0.882,4.82,,,
토,9,7,1,0,2,2,0,0,45.2,18,17,0.00,202,173,47,6,0,3,22,0,1,31,763,1.51,0.272,0.357,0.715,3.35,,,
일,2,2,1,0,2,0,0,0,14.0,1,1,0.00,55,51,8,0,1,0,3,1,1,9,209,0.79,0.157,0.218,0.414,0.64,,,
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,1,1,0,0,0,0,0,0,4.1,1,1,0.00,21,18,5,1,0,0,2,0,1,1,85,1.62,0.278,0.381,0.714,2.08,,,
17:00,10,8,2,0,4,2,0,0,55.1,18,17,0.00,236,206,50,5,1,3,23,1,1,39,887,1.32,0.243,0.322,0.642,2.77,,,
18:30,14,8,0,0,1,3,0,0,57.1,33,32,0.00,247,208,60,10,1,10,24,6,4,36,968,1.47,0.288,0.368,0.858,5.02,,,
이름: 윤석민(Suk-Min Yoon),복귀년도: 2015
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,30,0,0,0,1,5,0,17,39.2,15,15,17.75,170,146,38,7,4,2,16,6,1,42,660,1.36,0.260,0.333,0.737,3.40,2.41,11.76,0.186
후반기,21,0,0,0,1,1,0,13,30.1,8,8,13.15,127,114,31,4,0,2,8,1,1,26,486,1.29,0.272,0.320,0.680,2.37,2.63,11.98,1.333
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
3월,1,0,0,0,0,0,0,1,1.1,1,1,1.00,6,6,2,1,1,0,0,0,0,1,22,1.50,0.333,0.333,1.166,6.75,0.91,-0.27,0.047
4월,8,0,0,0,1,2,0,3,13.2,6,6,6.50,59,47,11,3,1,1,8,3,0,11,219,1.39,0.234,0.333,0.737,3.95,2.66,4.86,0.252
5월,10,0,0,0,0,1,0,5,9.1,5,5,6.05,39,34,7,0,2,0,4,1,1,13,166,1.18,0.206,0.308,0.632,4.82,2.17,2.86,-0.463
6월,8,0,0,0,0,1,0,7,10.0,2,2,2.70,41,38,11,0,0,1,1,0,0,11,150,1.20,0.289,0.308,0.676,1.80,2.37,2.72,0.396
7월,7,0,0,0,0,1,0,3,10.1,1,1,2.70,48,40,13,3,0,0,5,2,1,12,181,1.74,0.325,0.413,0.813,0.87,2.61,2.84,0.317
8월,9,0,0,0,0,1,0,6,11.2,6,6,6.70,49,47,14,1,0,1,2,1,0,8,183,1.37,0.298,0.327,0.710,4.63,2.53,3.20,-0.014
9월,6,0,0,0,0,0,0,5,11.0,1,1,3.05,46,41,10,2,0,1,3,0,0,10,194,1.18,0.244,0.289,0.655,0.82,2.69,4.56,0.991
10월,2,0,0,0,1,0,0,0,2.2,1,1,2.20,9,7,1,1,0,0,1,0,0,2,31,0.75,0.143,0.222,0.508,3.38,3.02,2.98,-0.006
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
화,11,0,0,0,0,1,0,10,16.0,1,1,2.20,64,58,11,1,0,0,4,0,1,19,287,0.94,0.190,0.254,0.461,0.56,2.42,6.89,1.527
수,12,0,0,0,0,3,0,4,13.1,11,11,14.25,68,57,22,2,2,3,9,3,0,12,262,2.33,0.386,0.470,1.119,7.43,2.82,-0.59,-2.365
목,4,0,0,0,0,0,0,4,4.2,0,0,0.00,17,17,3,1,0,0,0,0,0,3,61,0.64,0.176,0.176,0.411,0.00,1.81,2.82,0.487
금,4,0,0,0,1,1,0,0,6.1,2,2,3.05,28,23,6,1,0,0,3,1,0,5,110,1.42,0.261,0.333,0.637,2.84,2.49,2.49,0.016
토,10,0,0,0,1,0,0,8,16.2,5,5,7.40,67,58,16,5,1,0,4,2,1,16,231,1.20,0.276,0.323,0.720,2.70,2.84,7.19,0.929
일,10,0,0,0,0,1,0,4,13.0,4,4,4.00,53,47,11,1,1,1,4,1,0,13,195,1.15,0.234,0.288,0.650,2.77,2.03,4.94,0.925
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,9,0,0,0,0,1,0,5,14.2,6,6,8.40,58,52,12,4,2,1,3,1,0,15,239,1.02,0.231,0.263,0.705,3.68,2.17,7.05,0.621
17:00,7,0,0,0,1,0,0,5,9.1,1,1,1.00,35,30,6,1,0,0,2,1,1,11,122,0.86,0.200,0.265,0.498,0.96,3.15,5.31,0.822
18:00,5,0,0,0,0,0,0,3,8.0,2,2,2.00,35,31,10,1,0,0,3,1,0,7,113,1.63,0.323,0.382,0.737,2.25,2.30,1.48,0.737
18:30,30,0,0,0,1,5,0,17,38.0,14,14,19.50,169,147,41,5,2,3,16,4,1,35,672,1.50,0.279,0.352,0.753,3.32,2.54,9.91,-0.661
이름: 이대은(Dae-Eun Rhee ),복귀년도: 2019
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,23,8,0,0,3,2,0,8,65.0,37,30,36.70,295,254,65,16,1,7,31,1,5,43,1114,1.48,0.256,0.344,0.753,4.15,1.26,-3.88,-0.095
후반기,21,0,0,0,1,0,0,9,21.0,11,9,11.00,96,85,24,1,0,3,8,0,1,16,355,1.52,0.282,0.351,0.751,3.86,1.04,-1.05,1.064
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
3월,1,1,0,0,0,0,0,0,5.0,7,5,7.00,26,23,7,1,1,3,2,0,1,3,99,1.80,0.304,0.385,1.211,9.00,0.71,-4.40,-0.472
4월,4,4,0,0,0,2,0,0,19.1,14,10,13.50,92,77,21,5,0,3,12,0,1,13,350,1.71,0.273,0.370,0.825,4.66,0.81,-5.11,-0.334
5월,3,3,0,0,1,0,0,0,17.0,12,12,11.15,79,65,15,5,0,1,11,0,2,11,300,1.53,0.231,0.354,0.708,6.35,1.03,-2.63,-0.299
6월,7,0,0,0,2,0,0,2,14.0,1,0,1.00,52,49,10,2,0,0,1,0,1,10,206,0.79,0.204,0.235,0.480,0.00,1.90,6.80,0.825
7월,10,0,0,0,0,0,0,7,11.0,9,8,10.05,56,48,16,4,0,1,7,1,0,6,188,2.09,0.333,0.411,0.890,6.55,1.92,-3.77,0.315
8월,11,0,0,0,1,0,0,4,11.2,3,3,3.00,52,45,12,0,0,1,4,0,1,8,209,1.37,0.267,0.340,0.673,2.31,1.14,2.17,0.599
9월,8,0,0,0,0,0,0,4,8.0,2,1,2.00,34,32,8,0,0,1,2,0,0,8,117,1.25,0.250,0.294,0.638,1.13,0.89,2.00,0.336
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
월,1,0,0,0,0,0,0,1,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,3,17,0.00,0.000,0.000,0.000,0.00,2.13,0.52,0.162
화,7,2,0,0,0,1,0,3,15.0,15,9,15.00,72,64,21,4,1,3,4,0,2,9,272,1.67,0.328,0.375,0.938,5.40,1.14,-7.20,-0.647
수,3,0,0,0,0,0,0,2,7.0,0,0,0.35,27,25,5,1,0,0,2,0,0,4,101,1.00,0.200,0.259,0.499,0.00,1.16,4.01,0.490
목,7,1,0,0,1,0,0,2,12.0,5,5,5.35,57,49,14,3,0,1,6,0,2,8,221,1.67,0.286,0.386,0.794,3.75,0.77,-0.08,0.262
금,3,1,0,0,0,0,0,0,7.1,7,6,6.15,34,30,7,1,0,0,4,0,0,7,123,1.50,0.233,0.324,0.591,7.36,1.11,-2.49,-0.144
토,10,2,0,0,1,0,0,4,17.2,10,9,10.35,83,70,21,5,0,2,9,1,2,10,307,1.70,0.300,0.386,0.843,4.58,1.46,-1.54,-0.267
일,13,2,0,0,2,1,0,5,26.0,11,10,10.50,115,98,21,3,0,4,14,0,0,18,428,1.35,0.214,0.313,0.680,3.46,1.30,1.84,1.112
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,4,2,0,0,0,1,0,1,13.2,5,5,4.50,57,50,10,1,0,3,7,0,0,10,197,1.24,0.200,0.298,0.698,3.29,0.94,1.46,0.170
17:00,13,2,0,0,2,0,0,5,23.2,8,7,8.00,106,90,22,5,0,2,10,0,2,15,411,1.35,0.244,0.330,0.697,2.66,1.24,4.03,0.694
18:00,7,0,0,0,1,0,0,3,7.1,8,7,8.35,39,32,11,2,0,1,6,1,0,4,142,2.32,0.344,0.436,0.936,8.59,2.14,-4.66,-0.015
18:30,20,4,0,0,1,1,0,8,41.1,27,20,26.85,189,167,46,9,1,4,16,0,4,30,719,1.50,0.275,0.349,0.762,4.35,1.07,-5.75,0.120
이름: 임창용(Chang-Yong Lim),복귀년도: 2014
전/후반기,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
전반기,28,0,0,0,4,2,0,17,26.2,18,16,19.05,120,106,30,7,0,2,10,0,2,27,435,1.50,0.283,0.353,0.759,5.40,2.43,2.08,-0.834
후반기,21,0,0,0,1,2,0,14,18.0,15,13,16.70,85,71,20,2,3,2,11,0,2,25,334,1.72,0.282,0.393,0.872,6.50,2.60,-2.68,-0.659
월,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
4월,6,0,0,0,2,0,0,3,6.1,1,0,1.35,21,19,2,1,0,0,1,0,0,7,84,0.47,0.105,0.143,0.301,0.00,1.70,4.59,0.490
5월,11,0,0,0,0,1,0,9,10.2,5,4,5.70,48,41,9,1,0,1,7,0,0,10,193,1.50,0.220,0.333,0.650,3.38,3.15,3.60,0.456
6월,7,0,0,0,2,0,0,3,7.0,5,5,5.00,35,31,11,3,0,0,2,0,1,7,114,1.86,0.355,0.412,0.864,6.43,2.17,-1.50,-1.011
7월,9,0,0,0,1,1,0,6,7.0,9,9,9.00,31,30,11,2,1,2,0,0,1,9,102,1.57,0.367,0.387,1.087,11.57,1.71,-2.87,-1.139
8월,9,0,0,0,0,0,0,7,8.1,4,4,5.20,40,32,8,2,0,1,5,0,2,10,152,1.56,0.250,0.385,0.791,4.32,2.75,-0.88,0.572
9월,2,0,0,0,0,0,0,1,1.2,4,4,4.50,12,9,4,0,1,0,3,0,0,2,41,4.20,0.444,0.583,1.250,21.60,2.86,-3.53,-0.490
10월,5,0,0,0,0,2,0,2,3.2,5,3,5.00,18,15,5,0,1,0,3,0,0,7,83,2.18,0.333,0.444,0.911,7.36,2.78,-0.02,-0.371
요일,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
월,3,0,0,0,0,1,0,2,2.2,4,3,4.00,14,11,3,0,1,0,3,0,0,3,60,2.25,0.273,0.429,0.884,10.13,3.37,-2.20,-0.121
화,6,0,0,0,0,1,0,4,4.1,5,5,6.20,23,18,6,0,1,0,5,0,0,5,88,2.54,0.333,0.478,0.922,10.38,2.38,-1.07,-1.048
수,13,0,0,0,2,1,0,8,13.0,6,5,6.00,51,46,11,2,0,2,3,0,1,16,191,1.08,0.239,0.300,0.713,3.46,2.39,5.42,-0.302
목,8,0,0,0,1,1,0,4,6.1,11,10,11.00,38,31,13,3,0,2,6,0,0,5,140,3.00,0.419,0.514,1.224,14.21,3.48,-6.75,-1.381
금,3,0,0,0,0,0,0,3,4.0,0,0,0.00,15,13,1,0,0,0,2,0,0,7,65,0.75,0.077,0.200,0.277,0.00,2.34,2.19,0.557
토,5,0,0,0,1,0,0,4,4.1,3,3,3.00,20,18,5,3,0,0,1,0,1,5,71,1.38,0.278,0.350,0.794,6.23,3.38,0.31,0.180
일,11,0,0,0,1,0,0,6,10.0,4,3,5.55,44,40,11,1,1,0,1,0,2,11,154,1.20,0.275,0.318,0.668,2.70,1.13,1.49,0.622
시간,G,GS,CG,SHO,W,L,HD,S,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA
14:00,7,0,0,0,1,0,0,5,6.2,1,0,1.35,22,21,2,0,0,0,0,0,0,7,86,0.30,0.095,0.091,0.186,0.00,1.98,3.99,0.689
17:00,5,0,0,0,1,0,0,3,5.0,1,1,1.00,23,22,7,1,0,0,0,0,1,5,78,1.40,0.318,0.348,0.712,1.80,1.73,2.21,0.077
18:00,6,0,0,0,0,0,0,4,4.2,5,5,6.20,26,22,8,3,1,0,2,0,2,5,83,2.14,0.364,0.462,1.053,9.64,1.99,-3.11,0.289
18:30,31,0,0,0,3,4,0,19,28.1,26,23,27.20,134,112,33,5,2,4,19,0,1,35,522,1.84,0.295,0.402,0.884,7.31,2.80,-3.69,-2.548
